Scan                   , Photon Energy, start run#, end run#, Sample             , Current (mA), Filter setting, Gain settting, MCP Voltage, MCP Polarization, Slope on, intercept on, jitter on, Slope off, intercept off, jitter off
Current measurement#96 , 76eV         ,     903494,   903494, FeCo/CuO/SiO2      , 10mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#97 , 76eV         ,     903495,   903495, FeCo/CuO/SiO2      , -10mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#98 , 76eV         ,     903496,   903496, FeCo/CuO/SiO2      , -10mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#99 , 76eV         ,     903497,   903497, FeCo/CuO/SiO2      , -10mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#100, 76eV         ,     903498,   903498, FeCo/CuO/SiO2      , -20mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#101, 76eV         ,     903499,   903499, FeCo/CuO/SiO2      , -20mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#102, 76eV         ,     903500,   903500, FeCo/CuO/SiO2      , -20mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#103, 76eV         ,     903501,   903501, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#104, 76eV         ,     903502,   903502, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#105, 76eV         ,     903503,   903503, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#106, 76eV         ,     903504,   903504, FeCo/CuO/SiO2      , -40mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#107, 76eV         ,     903505,   903505, FeCo/CuO/SiO2      , -40mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#108, 76eV         ,     903506,   903506, FeCo/CuO/SiO2      , -40mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#109, 77eV         ,     903507,   903507, FeCo/CuO/SiO2      , 50mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#110, 77eV         ,     903508,   903508, FeCo/CuO/SiO2      , 50mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#111, 77eV         ,     903509,   903509, FeCo/CuO/SiO2      , 50mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#112, 77eV         ,     903510,   903510, FeCo/CuO/SiO2      , 40mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#113, 77eV         ,     903511,   903511, FeCo/CuO/SiO2      , 40mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#114, 77eV         ,     903512,   903512, FeCo/CuO/SiO2      , 40mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#115, 77eV         ,     903513,   903513, FeCo/CuO/SiO2      , 30mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#116, 77eV         ,     903514,   903514, FeCo/CuO/SiO2      , 30mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#117, 77eV         ,     903515,   903515, FeCo/CuO/SiO2      , 30mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#118, 77eV         ,     903516,   903516, FeCo/CuO/SiO2      , 20mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#119, 77eV         ,     903519,   903519, FeCo/CuO/SiO2      , 20mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#120, 77eV         ,     903520,   903520, FeCo/CuO/SiO2      , 20mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#121, 77eV         ,     903521,   903521, FeCo/CuO/SiO2      , 10mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#122, 77eV         ,     903522,   903522, FeCo/CuO/SiO2      , 10mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#123, 77eV         ,     903523,   903523, FeCo/CuO/SiO2      , 10mA        ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#124, 77eV         ,     903524,   903524, FeCo/CuO/SiO2      , 0mA         ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#125, 77eV         ,     903525,   903525, FeCo/CuO/SiO2      , 0mA         ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#126, 77eV         ,     903526,   903526, FeCo/CuO/SiO2      , 0mA         ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#127, 77eV         ,     903527,   903527, FeCo/CuO/SiO2      , -10mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#128, 77eV         ,     903528,   903528, FeCo/CuO/SiO2      , -10mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#129, 77eV         ,     903529,   903529, FeCo/CuO/SiO2      , -10mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#130, 77eV         ,     903530,   903530, FeCo/CuO/SiO2      , -20mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#131, 77eV         ,     903531,   903531, FeCo/CuO/SiO2      , -20mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#132, 77eV         ,     903532,   903532, FeCo/CuO/SiO2      , -20mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#133, 77eV         ,     903533,   903533, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#134, 77eV         ,     903534,   903534, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#135, 77eV         ,     903535,   903535, FeCo/CuO/SiO2      , -30mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#136, 77eV         ,     903536,   903536, FeCo/CuO/SiO2      , -40mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#137, 77eV         ,     903537,   903537, FeCo/CuO/SiO2      , -40mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#138, 77eV         ,     903538,   903538, FeCo/CuO/SiO2      , -40mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#139, 77eV         ,     903539,   903539, FeCo/CuO/SiO2      , -50mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#140, 77eV         ,     903540,   903540, FeCo/CuO/SiO2      , -50mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
Current measurement#141, 77eV         ,     903541,   903541, FeCo/CuO/SiO2      , -50mA       ,               , 500 pC/V     , -1.95kV    , -30             ,         ,             ,          ,          ,              ,     
